Name,Calories,Carbs,Protein,Fat,Sugar,Fibre,Cholesterol,calcium,phosphorus,magnesium,sodium,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vit a_ug,vit e_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug
Roasted cauliflower steak,78.68,2.02,2.05,6.70,0.44,3.53,0.00,24.47,44.67,22.20,120.19,311.66,0.95,0.05,0.47,0.01,0.23,0.01,0.29,0.00,0.34,1.29,0.00,17.36,0.00,42.84,0.04,0.07,0.29,0.58,0.12,2.31,42.84
Sauteed radishes with green beans,94.32,6.04,2.41,6.61,1.78,3.52,7.44,40.20,82.05,45.13,65.10,323.33,1.01,0.14,0.80,0.00,0.77,0.02,0.59,33.47,0.41,1.14,0.00,13.13,0.00,47.51,0.06,0.04,0.80,0.24,0.29,5.57,47.51
Garlic chutney/Poondu chutney (Lahasun ki chutney),255.51,20.44,3.34,17.55,13.36,5.15,0.00,63.51,90.72,50.97,177.62,541.63,3.26,0.24,3.85,0.03,0.39,0.08,0.58,0.00,8.36,9.49,0.00,34.42,0.00,21.19,0.16,0.15,1.43,0.24,0.20,0.79,21.19
Schezwan chutney,205.19,10.79,3.33,17.72,5.66,5.72,0.79,35.46,66.21,35.17,486.27,412.31,1.96,0.16,1.42,0.01,0.53,0.00,0.60,2.06,8.02,2.26,0.00,28.50,0.00,21.01,0.09,0.16,1.47,0.40,0.33,0.68,21.01
Onion chutney (Pyaaz ki chutney/Vengaya chutney),143.94,13.52,2.97,8.38,6.80,4.60,0.00,28.50,60.17,37.83,256.89,342.69,1.19,0.18,3.10,0.01,0.41,0.12,0.53,0.00,3.87,2.74,0.00,21.86,0.00,32.46,0.08,0.07,0.80,0.37,0.13,2.14,32.46
Dates chutney (Khajoor ki chutney),103.57,21.69,1.07,1.12,18.68,3.41,0.00,28.72,29.43,29.16,76.77,288.06,1.19,0.13,0.66,0.01,0.29,0.01,0.26,0.00,0.41,1.35,0.00,8.14,0.00,6.54,0.02,0.03,0.58,0.16,0.05,0.26,6.54
Chicken salad,338.19,1.30,15.33,30.26,0.96,2.00,47.62,43.19,168.54,58.53,50.62,284.46,1.23,0.32,11.18,0.00,0.40,0.01,0.98,21.31,8.83,0.32,0.78,2.33,15.76,14.37,0.08,0.10,5.13,0.81,0.34,2.97,14.37
Macaroni salad,262.19,21.63,5.02,17.78,3.73,0.56,58.64,35.70,84.29,18.72,163.99,147.09,0.77,0.11,10.21,0.00,0.24,0.00,0.57,56.35,4.10,0.14,0.09,4.61,1.51,21.54,0.06,0.08,0.92,0.42,0.11,3.02,21.54
Cabbage raita (Pattagobhi raita),84.84,5.25,3.24,5.76,4.21,0.93,16.26,118.49,93.87,15.55,125.31,210.13,0.19,0.02,1.91,0.00,0.07,0.00,0.39,35.11,0.14,0.09,0.00,36.97,0.00,23.15,0.04,0.15,0.18,0.28,0.09,1.56,23.15
Pomegranate raita (Anaar ka raita),72.64,7.15,4.05,3.24,7.01,0.60,4.67,138.31,118.15,14.73,195.18,208.12,0.25,0.04,1.33,0.00,0.04,0.01,0.48,11.89,0.12,16.46,0.00,3.41,0.00,16.54,0.05,0.17,0.19,0.42,0.11,2.02,16.54
Onion raita (Pyaaz ka raita),71.56,7.86,4.86,2.43,7.07,0.65,8.61,163.80,141.31,20.55,189.96,269.88,0.30,0.03,1.63,0.00,0.07,0.01,0.63,21.92,0.07,0.30,0.00,7.46,0.00,20.53,0.06,0.22,0.26,0.46,0.11,2.57,20.53
Green chilli raita (Hari mirch ka raita),77.13,7.66,5.58,2.92,7.49,0.26,10.52,193.58,165.25,20.12,161.31,286.94,0.21,0.01,1.92,0.00,0.02,0.00,0.69,26.77,0.06,0.13,0.00,2.97,0.00,18.36,0.06,0.26,0.25,0.49,0.11,2.54,18.36
Kale salad,177.71,5.01,4.86,15.33,3.31,1.36,6.12,109.11,97.06,32.20,292.04,336.77,1.30,0.10,2.30,0.00,0.48,0.21,0.48,19.22,3.91,0.49,0.00,307.01,0.00,65.96,0.12,0.07,0.62,0.14,0.21,1.54,65.96
Spinach and paneer souffle ,186.19,9.64,7.56,13.49,2.81,1.07,76.02,114.32,118.65,21.00,434.68,197.90,1.40,0.07,7.32,0.00,0.22,0.01,0.65,145.35,0.59,0.22,0.09,23.10,1.62,29.70,0.07,0.17,0.65,0.32,0.09,3.80,29.70
Masala souffle ,123.51,8.02,6.38,7.37,1.84,1.24,86.45,103.68,119.81,18.30,131.14,274.75,0.74,0.07,9.25,0.00,0.13,0.00,0.82,89.79,0.99,0.23,0.17,5.15,2.95,24.50,0.05,0.11,0.61,0.58,0.16,4.94,24.50
Chicken and cheese souffle,182.35,3.47,9.07,14.74,2.46,0.26,89.24,61.71,115.11,12.25,120.93,160.39,0.63,0.10,10.23,0.00,0.04,0.00,0.56,145.91,0.58,0.15,0.44,1.14,8.62,14.72,0.05,0.11,2.11,0.63,0.18,4.38,14.72
Tamarind chutney (Chintapandu pachadi/Puli chutney),109.15,25.07,0.88,0.48,22.85,1.65,0.68,40.30,30.36,32.91,75.61,235.60,1.95,0.10,0.27,0.01,0.29,0.02,0.22,2.55,0.04,2.48,0.00,1.21,0.00,4.90,0.04,0.02,0.36,0.10,0.13,0.22,4.90
Pav bhaji masala,230.47,29.15,9.13,10.96,1.48,24.30,0.00,588.91,237.57,269.44,1814.66,1258.15,12.84,0.93,4.60,0.05,9.00,0.12,2.60,0.00,0.89,14.08,0.00,76.29,0.00,18.84,0.25,0.16,2.75,0.22,0.18,1.25,18.84
Green chutney,79.42,10.01,5.42,1.60,0.92,5.84,0.00,112.74,91.29,73.93,262.81,508.96,4.58,0.29,8.40,0.03,1.01,0.11,0.97,0.00,0.34,2.80,0.00,123.51,0.00,63.65,0.11,0.09,0.79,0.54,0.18,2.37,63.65
Sago khitchdi/khichri (Sabudana khitchdi/khichri),187.16,22.41,2.72,10.10,1.03,1.82,12.24,15.13,55.28,27.71,100.26,189.28,0.86,0.13,1.11,0.00,0.25,0.02,0.39,45.87,0.85,1.06,0.00,5.38,0.00,12.60,0.07,0.02,1.24,0.17,0.05,0.48,12.60
Gram flour chilla/cheela (Besan chilla/cheela),135.93,21.03,7.80,2.85,1.87,4.25,0.00,28.38,80.20,27.71,135.57,168.70,2.19,0.12,1.35,0.00,1.17,0.02,0.65,0.00,1.33,1.15,0.00,9.08,0.00,66.61,0.15,0.06,0.82,0.48,0.19,3.09,66.61
Vegetable namkeen jave,112.23,18.98,2.93,2.51,1.04,2.86,3.41,10.32,32.77,14.39,32.13,91.36,1.07,0.07,3.57,0.00,0.47,0.01,0.32,12.78,0.56,1.89,0.00,4.49,0.00,7.19,0.04,0.01,0.32,0.18,0.03,0.63,7.19
Khakhra,178.50,27.66,4.78,5.32,0.88,5.43,0.00,21.27,140.34,57.11,184.16,166.32,2.14,0.22,22.84,0.00,1.33,0.03,1.29,0.00,2.32,5.83,0.00,7.64,0.00,13.87,0.19,0.08,1.18,0.39,0.14,0.39,13.87
Moong bean dosa (Pesarattu),285.96,31.91,12.32,11.67,2.90,6.04,17.86,36.44,218.16,86.95,61.36,704.21,3.38,0.52,23.77,0.00,1.31,0.07,1.47,66.96,2.35,1.39,0.00,7.30,0.00,53.91,0.19,0.07,1.23,0.94,0.17,1.19,53.91
Methi thepla,346.16,41.34,8.98,15.95,2.98,7.56,1.85,73.51,210.89,83.17,543.27,298.37,4.52,0.30,22.39,0.01,2.25,0.05,1.80,4.71,7.03,5.16,0.00,24.75,0.00,41.88,0.25,0.16,1.46,0.61,0.25,1.84,41.88
Rice puttu (Ari puttu),81.98,11.82,1.26,3.13,0.33,0.76,0.00,4.96,28.23,8.00,48.28,69.57,0.42,0.07,1.20,0.00,0.08,0.00,0.07,0.00,0.29,0.00,0.00,0.14,0.00,1.16,0.02,0.01,0.33,0.01,0.04,0.05,1.16
Buckwheat pancake (Khura),263.30,27.28,2.91,16.43,0.64,0.56,41.31,11.32,54.83,16.71,69.97,100.05,0.69,0.21,2.46,0.00,0.49,0.00,0.79,185.79,0.38,0.46,0.00,3.36,0.00,3.23,0.09,0.04,0.82,0.40,0.12,0.22,3.23
Quinoa khichdi/khichri,64.01,8.83,3.18,1.59,0.69,2.58,2.61,24.59,52.58,25.30,69.64,174.76,1.12,0.13,4.10,0.00,0.30,0.02,0.52,9.78,0.27,1.09,0.00,5.69,0.00,25.95,0.10,0.03,0.39,0.24,0.07,0.74,25.95
Khakhra chaat,358.66,16.64,4.52,30.65,3.26,3.04,0.06,24.49,64.39,27.23,102.78,173.44,1.26,0.12,4.18,0.00,0.53,0.03,0.51,0.22,14.97,5.98,0.00,12.81,0.00,37.46,0.11,0.04,0.63,0.33,0.13,1.68,37.46
Banana appam,469.81,20.06,1.17,42.53,9.95,0.67,0.00,13.74,27.05,19.47,20.14,142.99,0.77,0.07,0.44,0.00,0.18,0.00,0.09,0.00,20.46,0.11,0.00,3.04,0.00,4.75,0.02,0.01,0.31,0.08,0.17,0.34,4.75
Veg manchurian,585.64,6.82,0.89,61.65,0.76,1.16,0.00,16.79,16.34,7.53,65.31,83.30,0.31,0.03,0.33,0.00,0.10,0.01,0.12,0.00,30.33,0.45,0.00,22.80,0.00,13.61,0.02,0.02,0.15,0.10,0.05,0.70,13.61
Pav bhaji,96.53,11.99,2.66,4.32,2.06,1.98,8.91,24.86,19.19,12.69,163.89,139.30,0.97,0.05,0.27,0.00,0.20,0.01,0.18,40.06,0.15,2.51,0.00,11.63,0.00,29.34,0.21,0.07,1.14,0.16,0.06,0.95,29.34
Rice murukku,593.99,33.29,5.41,48.22,0.17,2.18,5.32,24.63,98.69,29.19,63.31,224.26,1.70,0.21,7.09,0.00,0.26,0.01,0.58,23.95,21.98,0.25,0.00,3.31,0.00,26.57,0.09,0.04,1.04,0.25,0.10,0.26,26.57
Bhel puri ,509.89,16.47,3.52,47.91,3.41,2.24,0.00,24.22,47.03,22.42,93.98,150.56,1.29,0.10,0.72,0.00,0.36,0.02,0.38,0.00,23.33,1.20,0.00,7.79,0.00,22.40,0.07,0.03,0.56,0.23,0.09,1.04,22.40
Semolina dhokla (Suji/Rava dhokla),194.91,30.86,5.44,5.20,1.85,5.12,0.00,31.17,67.37,28.69,443.39,194.28,2.52,0.25,5.53,0.01,1.39,0.05,1.09,0.00,1.62,4.31,0.00,12.38,0.00,15.23,0.14,0.03,0.66,0.38,0.08,0.51,15.23
Spicy corn chaat ,479.80,11.45,4.61,46.55,0.95,2.17,3.89,17.28,58.68,21.18,86.50,124.80,0.84,0.07,0.72,0.00,0.35,0.01,0.38,17.50,22.02,0.20,0.00,5.47,0.00,41.03,0.11,0.04,0.75,0.36,0.09,1.47,41.03
Jackfruit fritters (Ponsa mulik/Kathal ka pakora),597.79,24.00,2.34,54.41,11.48,1.50,0.00,24.62,47.74,30.82,46.39,176.51,1.15,0.15,1.36,0.00,0.29,0.01,0.27,0.00,25.47,1.63,0.00,9.90,0.00,9.23,0.04,0.01,0.42,0.10,0.15,0.88,9.23
Banana chips (Kele ke chips),665.67,7.32,0.37,70.46,4.37,0.65,0.00,2.01,6.12,9.04,86.87,106.43,0.19,0.04,0.00,0.00,0.11,0.00,0.04,0.00,34.69,0.06,0.00,5.08,0.00,5.26,0.00,0.01,0.14,0.10,0.15,0.45,5.26
Wheat cake,314.63,41.13,4.79,14.95,25.79,2.76,40.13,98.91,187.85,39.22,82.96,183.29,1.08,0.13,13.77,0.00,0.73,0.00,1.02,174.67,0.39,3.27,0.00,1.57,0.00,11.37,0.13,0.18,0.66,0.46,0.08,1.32,11.37
Mango cheesecake,152.46,20.06,2.39,7.30,15.36,1.14,16.90,55.10,51.83,13.97,107.12,139.64,0.53,0.08,2.45,0.01,0.21,0.00,0.36,41.19,0.62,1.60,0.20,2.43,0.82,39.43,0.03,0.08,0.31,0.28,0.07,0.98,39.43
Carrot cake (Gajar ka cake),255.59,35.98,5.60,10.27,23.96,2.93,11.61,156.10,239.44,39.07,158.74,273.12,1.03,0.11,10.96,0.00,0.63,0.00,1.04,44.02,3.15,2.71,0.00,4.43,0.00,17.07,0.12,0.23,0.61,0.61,0.10,2.29,17.07
Semolina cake (Suji/Rava cake),374.14,31.32,6.58,25.18,18.86,5.37,27.06,128.28,197.63,39.58,91.36,349.46,1.36,0.29,8.76,0.01,0.79,0.01,1.08,101.81,1.95,1.55,0.00,0.98,0.00,15.97,0.09,0.17,0.47,0.50,0.08,1.88,15.97
Finger millet cake (Ragi cake),279.46,38.93,3.96,12.27,24.76,2.35,25.20,118.38,173.84,49.57,98.26,191.33,1.35,0.28,6.78,0.01,0.66,0.00,0.98,112.00,0.36,6.36,0.00,1.40,0.00,11.57,0.10,0.10,0.46,0.27,0.05,1.06,11.57
Honey cake,333.59,49.04,3.08,14.70,33.43,0.51,1.54,50.86,95.63,9.73,72.55,88.76,0.46,0.06,0.51,0.00,0.16,0.00,0.45,3.93,6.80,1.23,0.00,1.05,0.00,6.15,0.04,0.07,0.20,0.23,0.03,0.65,6.15
Almond cardamom cake (Badam elaichi cake),356.35,34.53,7.18,21.36,18.06,2.35,74.32,81.29,207.42,52.90,155.37,173.38,1.29,0.22,5.64,0.00,0.52,0.01,0.94,157.18,3.89,1.75,0.10,2.36,1.79,15.94,0.07,0.10,0.69,0.52,0.06,3.14,15.94
Tutti frutti cake,347.72,52.94,4.49,12.68,28.08,0.85,2.46,61.41,134.12,14.16,106.36,109.79,0.62,0.08,0.45,0.00,0.19,0.00,0.47,6.27,5.83,2.06,0.00,1.05,0.00,9.01,0.06,0.08,0.28,0.33,0.05,0.76,9.01
Ham and Bean soup,96.04,4.18,10.61,4.15,1.43,0.54,25.92,20.52,207.48,22.97,378.14,309.30,0.88,0.11,5.22,0.00,0.13,0.00,1.20,0.00,0.32,0.24,0.00,7.52,0.00,68.78,0.38,0.10,4.15,2.36,0.31,2.81,68.78
Whey soup,68.91,6.26,3.45,3.34,5.87,0.84,0.83,164.92,116.09,19.08,87.08,158.89,0.55,0.07,4.78,0.02,0.08,0.00,0.81,1.65,0.47,0.10,0.00,1.25,0.00,15.09,0.04,0.13,0.12,0.39,0.04,2.93,15.09
Bottle gourd soup (Ghiya/Lauki soup),23.05,1.16,0.45,1.79,0.39,0.96,0.72,15.14,14.68,5.92,53.81,61.68,0.26,0.03,0.76,0.00,0.08,0.00,0.10,2.29,0.09,0.34,0.00,2.02,0.00,17.87,0.01,0.01,0.08,0.24,0.01,1.15,17.87
Baked potato soup,147.05,5.85,5.73,11.21,3.44,0.30,26.31,106.56,128.17,12.65,268.69,184.87,0.27,0.04,2.36,0.00,0.04,0.00,0.58,64.97,0.27,0.14,0.00,1.00,0.00,8.15,0.13,0.11,1.03,0.42,0.11,1.90,8.15
Pumpkin soup,40.05,2.08,0.47,3.20,1.47,1.19,0.86,12.17,11.85,5.38,45.50,115.19,0.19,0.03,0.18,0.00,0.05,0.00,0.06,4.57,0.41,0.64,0.00,37.00,0.00,11.22,0.01,0.02,0.19,0.09,0.04,0.82,11.22
Sweet corn soup,32.25,3.56,0.99,1.63,0.90,0.31,0.00,3.72,26.14,11.22,22.35,86.92,0.41,0.02,0.01,0.00,0.17,0.00,0.14,0.00,0.66,0.11,0.00,1.07,0.00,12.78,0.04,0.02,0.52,0.21,0.03,0.18,12.78
Paneer soup,47.85,2.42,3.22,2.80,1.98,0.28,0.00,82.76,56.74,6.55,68.03,27.66,0.30,0.03,3.96,0.02,0.10,0.01,0.47,0.00,0.17,0.33,0.00,5.16,0.00,17.44,0.01,0.02,0.05,0.10,0.02,3.52,17.44
Curried Cauliflower soup,37.32,3.12,6.72,9.77,1.79,2.34,4.77,37.25,74.48,33.71,7311.44,333.51,2.12,0.06,0.23,0.00,0.43,0.07,0.35,17.89,0.14,0.52,0.00,5.01,0.00,15.26,0.02,0.03,0.19,0.22,0.06,0.88,15.26
Millet soup,55.99,8.22,11.26,12.57,1.45,2.82,1.45,65.21,138.85,48.47,10918.83,382.18,2.74,0.11,3.97,0.00,0.42,0.02,0.70,3.70,0.26,1.05,0.00,3.82,0.00,11.40,0.05,0.06,0.22,0.19,0.06,0.72,11.40
Lemon coriander soup,108.06,10.32,2.27,6.26,2.20,6.77,0.00,102.57,62.72,54.52,219.17,368.81,3.47,0.23,1.00,0.01,0.77,0.06,0.79,0.00,2.22,0.97,0.00,28.27,0.00,25.66,0.05,0.06,0.45,0.23,0.11,1.23,25.66
Garlic soup,194.86,6.99,2.38,17.62,2.39,1.66,22.92,60.55,56.66,18.08,179.26,247.47,0.73,0.06,0.31,0.00,0.15,0.01,0.34,121.25,0.71,0.27,0.00,8.14,0.00,15.17,0.04,0.10,0.49,0.32,0.09,2.09,15.17
Dal makhani,74.04,7.96,3.32,3.06,0.80,2.27,7.25,20.62,58.31,27.39,41.85,199.40,1.23,0.11,3.15,0.00,0.60,0.01,0.48,30.85,0.11,2.65,0.01,6.33,0.11,21.27,0.04,0.03,0.37,0.41,0.05,0.35,21.27
Dalma,118.93,15.04,4.91,4.58,3.10,2.16,0.00,54.28,85.46,43.25,49.35,390.38,2.10,0.24,1.30,0.00,0.85,0.02,0.77,0.00,0.62,4.36,0.00,6.83,0.00,52.09,0.10,0.07,0.71,0.49,0.15,0.90,52.09
Split bengal gram dal (Channa dal),99.67,9.99,4.15,4.62,0.98,3.72,8.53,21.99,66.01,29.50,46.40,232.72,1.92,0.18,8.83,0.00,0.67,0.02,0.77,31.95,0.28,2.22,0.00,5.13,0.00,35.41,0.07,0.04,0.50,0.34,0.07,0.45,35.41
Horsegram dal (Kulthi dal) ,55.65,8.21,2.91,1.13,0.72,1.52,0.00,38.22,42.18,23.01,63.63,173.06,1.30,0.18,3.62,0.00,0.47,0.02,0.39,0.00,0.53,1.79,0.00,5.09,0.00,23.86,0.05,0.03,0.34,0.24,0.05,0.39,23.86
Panchmel dal,111.22,10.71,4.63,5.36,0.75,3.20,11.86,23.05,72.53,32.49,79.46,269.92,1.42,0.19,7.56,0.00,0.46,0.07,0.66,44.44,0.36,2.54,0.00,10.70,0.00,26.45,0.08,0.04,0.53,0.39,0.07,0.45,26.45
Dal dhokli,68.74,8.55,2.96,2.47,1.12,1.86,0.00,14.54,53.60,23.63,37.53,152.23,0.79,0.14,3.78,0.00,0.31,0.03,0.45,0.00,0.63,1.35,0.00,7.39,0.00,13.46,0.07,0.02,0.67,0.18,0.05,0.23,13.46
Gujarati handvo ,207.09,31.86,8.24,4.80,2.51,4.95,1.93,68.21,151.08,47.32,308.55,411.20,2.03,0.30,9.94,0.01,0.75,0.06,1.25,4.92,1.54,1.32,0.00,21.46,0.00,53.71,0.15,0.10,1.18,0.74,0.15,1.44,53.71
Sev (Omapodi/Karapusa),609.14,12.87,5.12,60.08,0.53,2.35,0.00,13.95,49.98,14.55,53.19,71.96,0.72,0.07,0.92,0.00,0.38,0.01,0.34,0.00,29.56,0.04,0.00,6.00,0.00,43.29,0.10,0.04,0.44,0.28,0.10,1.89,43.29
Papdi,708.96,12.89,1.83,72.11,0.31,0.56,0.00,6.06,20.10,6.63,28.91,31.06,0.44,0.04,0.01,0.00,0.12,0.00,0.16,0.00,35.45,1.20,0.00,5.13,0.00,2.89,0.03,0.01,0.14,0.12,0.01,0.10,2.89
Jowar dosa,294.35,40.53,8.50,10.28,0.59,5.56,0.00,19.46,166.78,71.56,97.25,339.77,2.03,0.29,11.24,0.01,0.72,0.06,1.27,0.00,4.71,2.64,0.00,12.77,0.00,29.13,0.16,0.06,1.32,0.77,0.15,0.39,29.13
Bread roll,435.46,16.12,2.85,40.25,0.94,1.45,0.00,44.83,36.84,13.00,139.34,153.42,0.71,0.07,1.93,0.00,0.19,0.01,0.29,0.00,19.57,0.58,0.00,7.97,0.00,12.97,0.08,0.02,0.65,0.11,0.05,0.45,12.97
Soya seekh kebab,115.05,10.00,5.40,5.88,0.51,2.24,0.00,15.67,69.89,28.77,92.25,306.02,1.26,0.16,0.69,0.00,0.41,0.01,0.61,0.00,2.42,1.96,0.00,8.31,0.00,25.16,0.10,0.03,0.74,0.31,0.11,1.37,25.16
Classic seasoned black beans,28.78,7.66,8.01,8.28,0.44,3.51,0.00,40.11,58.86,23.45,7989.07,201.49,1.90,0.04,0.04,0.00,0.16,0.00,0.23,0.00,0.08,0.10,0.00,1.19,0.00,2.62,0.01,0.00,0.06,0.03,0.02,0.16,2.62
Maa chaane ki dal,344.67,43.11,19.80,9.50,1.05,13.45,15.36,68.65,298.93,123.32,43.31,923.92,5.97,0.71,37.74,0.01,1.62,0.15,3.08,57.57,0.55,5.79,0.00,6.72,0.00,126.32,0.29,0.14,1.84,1.79,0.24,0.88,126.32
Garlic chickpea soup (Lahasun aur chane ka shoraba),89.53,13.92,4.45,2.01,2.65,2.84,0.00,13.93,55.94,18.79,79.73,177.33,0.96,0.15,0.01,0.00,0.89,0.00,0.61,0.00,0.24,1.42,0.00,5.50,0.00,119.60,0.11,0.05,0.40,0.37,0.13,0.22,119.60
White sauce (thin),115.17,6.58,3.31,8.41,4.58,0.07,11.04,110.20,93.11,8.56,23.91,111.33,0.19,0.03,0.88,0.00,0.03,0.00,0.33,49.65,0.30,0.18,0.00,0.41,0.00,6.91,0.03,0.11,0.09,0.34,0.04,1.85,6.91
White sauce (medium),151.27,7.98,3.36,11.76,4.32,0.14,20.47,103.53,90.16,8.79,22.59,108.19,0.22,0.04,0.81,0.00,0.04,0.00,0.34,92.05,0.37,0.34,0.00,0.76,0.00,6.81,0.03,0.10,0.11,0.33,0.04,1.74,6.81
White sauce (thick),209.69,10.24,3.43,17.19,3.90,0.24,35.72,92.74,85.39,9.18,20.45,103.11,0.27,0.04,0.71,0.00,0.06,0.00,0.34,160.66,0.48,0.59,0.00,1.33,0.00,6.65,0.04,0.10,0.13,0.32,0.04,1.56,6.65
Cheese sauce,194.76,7.08,7.68,15.12,4.53,0.12,39.75,255.14,293.01,14.33,317.38,130.21,0.31,0.03,2.06,0.00,0.04,0.00,1.02,145.21,0.42,0.23,0.00,1.08,0.00,9.28,0.04,0.15,0.11,0.41,0.05,2.89,9.28
Egg sauce,146.85,5.88,5.97,11.08,3.19,0.12,111.08,89.49,115.17,9.73,51.54,117.22,0.65,0.04,11.21,0.00,0.04,0.00,0.57,119.78,0.67,0.25,0.22,0.63,3.83,17.98,0.04,0.13,0.12,0.63,0.07,6.07,17.98
Mushroom sauce,137.56,7.31,3.39,10.51,3.86,0.47,18.20,94.10,89.82,9.85,20.94,131.43,0.22,0.04,0.72,0.00,0.05,0.00,0.32,81.85,0.33,2.57,0.00,2.06,0.00,6.98,0.03,0.10,0.17,0.34,0.05,2.57,6.98
Mustard sauce,158.58,8.29,3.98,12.17,4.22,0.13,19.97,109.03,92.35,14.90,22.16,128.41,0.44,0.04,0.79,0.00,0.08,0.00,0.49,89.81,0.36,0.33,0.00,0.74,0.00,6.65,0.03,0.10,0.10,0.32,0.04,1.70,6.65
Brown sauce,109.18,5.38,11.92,23.67,0.13,1.69,0.00,40.44,107.28,39.16,14174.59,334.09,2.46,0.06,0.00,0.00,0.26,0.00,0.40,0.00,4.59,0.49,0.00,0.66,0.00,1.18,0.01,0.00,0.06,0.05,0.01,0.04,1.18
Classic italian pasta,42.12,4.40,0.57,2.45,2.94,1.36,1.70,19.55,13.83,9.21,49.04,105.02,0.41,0.04,0.09,0.00,0.26,0.01,0.12,7.64,0.89,3.90,0.00,10.07,0.00,9.62,0.02,0.01,0.23,0.11,0.05,0.65,9.62
Pasta spinach sauce,85.46,1.76,1.76,7.90,1.04,0.86,9.34,58.57,45.41,32.15,115.79,251.05,1.23,0.07,0.88,0.01,0.41,0.01,0.31,41.16,0.74,0.13,0.00,111.32,0.00,53.75,0.06,0.06,0.17,0.12,0.07,1.77,53.75
Pasta cheese sauce,149.26,9.00,4.33,10.84,4.22,0.14,22.22,152.68,148.59,10.40,255.95,114.39,0.25,0.03,1.18,0.00,0.03,0.01,0.54,92.91,0.34,0.05,0.00,0.82,0.00,7.43,0.03,0.12,0.08,0.33,0.04,2.17,7.43
Mayonnaise,774.86,1.65,1.86,84.52,1.44,0.11,117.12,15.36,61.35,3.69,272.89,23.47,0.51,0.03,5.69,0.00,0.04,0.01,0.21,58.67,40.51,0.09,0.35,5.72,4.91,12.26,0.01,0.02,0.08,0.30,0.03,7.11,12.26
Low calorie quick mayonnaise,242.89,4.71,1.41,24.35,0.83,0.06,35.67,6.47,19.64,2.55,165.94,19.66,0.25,0.01,3.99,0.00,0.02,0.01,0.16,19.30,11.66,0.05,0.08,1.81,1.42,4.93,0.01,0.02,0.01,0.14,0.02,1.78,4.93
Thousand island dressing,407.87,4.49,1.37,42.87,3.10,0.46,34.00,9.11,17.12,6.67,946.10,97.94,0.45,0.02,0.26,0.00,0.06,0.00,0.17,49.11,12.72,0.11,0.00,2.16,0.00,13.54,0.03,0.07,0.37,0.18,0.11,1.24,13.54
Curd dip,79.95,7.95,5.04,3.36,7.12,0.10,10.59,167.17,145.60,18.06,301.07,279.40,0.25,0.01,1.82,0.00,0.03,0.02,0.62,27.05,0.31,0.05,0.00,0.35,0.00,16.34,0.07,0.22,0.37,0.45,0.11,2.34,16.34
Short crust pastry,422.10,44.72,6.11,23.98,3.18,1.58,61.00,16.90,69.62,18.33,97.20,92.93,1.02,0.10,0.00,0.00,0.36,0.01,0.53,274.37,0.56,3.85,0.00,2.69,0.00,9.31,0.09,0.05,0.44,0.43,0.05,0.39,9.31
Choux pastry,222.37,16.20,5.55,14.96,1.50,0.56,125.01,19.43,72.62,9.75,132.28,69.35,0.83,0.05,10.24,0.00,0.13,0.01,0.51,195.65,0.67,1.36,0.21,1.33,3.70,15.78,0.05,0.07,0.18,0.53,0.06,4.77,15.78
Flaky pastry,443.94,33.61,4.69,31.99,0.81,1.25,0.00,9.28,49.78,14.23,178.52,67.37,0.83,0.08,0.00,0.00,0.29,0.01,0.40,0.00,15.61,3.05,0.00,2.45,0.00,7.35,0.07,0.03,0.35,0.33,0.04,0.26,7.35
Sponge cake ,253.77,44.63,9.18,4.74,26.33,0.69,182.09,30.22,119.68,13.67,64.61,108.95,1.47,0.09,20.12,0.00,0.17,0.01,0.86,98.51,0.76,1.67,0.42,0.25,7.27,28.58,0.07,0.11,0.25,0.91,0.10,9.22,28.58
Glace icing,323.51,86.31,0.01,0.01,85.35,0.00,0.00,1.95,0.96,0.12,9.88,10.59,0.41,0.04,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.01,0.00,0.02,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.03,0.17
Royal icing,332.58,86.53,1.74,0.02,85.57,0.00,0.00,2.87,3.50,1.99,36.50,35.40,0.42,0.05,3.40,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.17,0.02,0.00,0.94,0.00,0.03,0.00,0.22,0.00,0.72,0.94
American frosting,257.57,67.48,1.05,0.01,67.46,0.00,0.00,7.05,2.21,2.43,19.33,18.37,0.14,0.08,2.06,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.10,0.01,0.00,0.53,0.00,0.02,0.00,0.13,0.00,0.43,0.53
Gum icing,223.07,53.19,5.94,0.00,52.63,0.00,0.00,18.62,2.76,1.06,29.32,6.07,0.40,0.03,1.34,0.00,0.01,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Channa murmura premix,339.09,72.59,10.59,3.28,1.52,8.21,0.00,21.36,106.40,45.21,206.28,344.30,4.58,0.17,0.00,0.02,0.64,0.03,1.01,0.00,0.03,0.00,0.00,0.70,0.00,0.00,0.08,0.03,1.31,0.27,0.05,0.88,0.00
